Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype
,,,,,,,,,,,,,,,,,,Fixed,2.5864818,USD.LIBOR.1M.BBA,,-0.81010145,ACT/365,629920700.0,USD,MTH,6M,Float,0.85588515,CZK-PRIBOR,,0.80268425,ACT/365,461820480.0,NZD,SA,3M,,,,,,,,,,,,-0.542997,
,,,,,,,,,,,,,,,,,,FLOAT,3.5186124,USD.MUNIPSA.3M.Bloomberg,,0.2580726,30/360,-366445980.0,KRW,6D,MTH,Float,-0.63440865,CLP-ICP,,0.9928497,ACT/365.FIXED,469402530.0,INR,6WK,MTH,,,,,,,,,,,,0.07197396,
,,,,,,,,,,,,,,,,,,Float,0.6537493,MXN.TIIE.28D.Banxico,,-0.92739195,ACT/360,-376290460.0,CNY,QTR,6,FLOAT,0.9600392,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,,0.9566729,ACT/365,-184894530.0,USD,3M,QTR,,,,,,,,,,,,-0.29759365,
,,,,,,,,,,,,,,,,,,Fixed,-0.21742408,nan,,-0.98386836,ACT/365.FIXED,-58818210.0,THB,6D,6,FLOAT,0.46007794,GBP.UK-RPI.3Y.UK-RPI,,-0.39601627,ACT/365,-359749860.0,MXN,6M,MTH,,,,,,,,,,,,0.3507888,
,,,,,,,,,,,,,,,,,,FLOAT,1.60503,MXN.TIIE.28D.Banxico,,-0.86120605,ACT/365.FIXED,-338817600.0,GBP,3M,QTR,Fixed,0.33103603,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,-0.9701197,30/360,457877440.0,HUF,6Y,3M,,,,,,,,,,,,-0.30134502,
,,,,,,,,,,,,,,,,,,Fixed,0.61778784,MXN.TIIE.28D.Banxico,,0.6035678,BUS/252,-352952320.0,GBP,QTR,6,Fixed,0.96766114,KRW.KRW-CD-KSDA-Bloomberg.3M.KRW-CD-KSDA-Bloomberg,,-0.9729471,ACT/365.FIXED,593945900.0,MXN,QTR,nan,,,,,,,,,,,,-0.46690732,
,,,,,,,,,,,,,,,,,,FLOAT,-0.28429082,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,-0.8026482,ACT/365,285325950.0,NOK,SA,6D,FLOAT,0.26460508,CAD-BA-CDOR,,0.80936795,30/360,649879040.0,NZD,3M,6,,,,,,,,,,,,-0.9002384,
,,,,,,,,,,,,,,,,,,Float,3.546199,USD.AAA_MUNI.3M.Reuters,,-0.7336699,ACT/360,-361314180.0,CZK,6Y,6,FLOAT,0.83139026,USA-CPI-U,,0.93335307,ACT/365.FIXED,645331900.0,PLN,3M,6,,,,,,,,,,,,0.77724737,
,,,,,,,,,,,,,,,,,,FLOAT,0.57000595,USD.LIBOR.3M.BBA,,0.7131472,365/360,489209600.0,ZAR,6M,QTR,FLOAT,0.9795064,AUD.AUD-BBR-BBSW.6M.AUD-BBR-BBSW,,-0.09667548,ACT/365,635372000.0,PLN,6M,MTH,,,,,,,,,,,,-0.7063334,
,,,,,,,,,,,,,,,,,,Float,3.4046726,CAD.CORRA.1T.OIS-COMPOUND,,-0.19961752,ACT/365.FIXED,495490900.0,HUF,3M,6D,Float,-0.6107214,JPY.LIBOR.6M.BBA,,-0.6108071,BUS/252,214662600.0,CLP,6Y,QTR,,,,,,,,,,,,-0.3591494,
,,,,,,,,,,,,,,,,,,FLOAT,-0.37420002,USD-LIBOR-BBA,,-0.9479565,ACT/365.FIXED,-332409730.0,HUF,QTR,nan,Float,0.22440158,KRW-CD 91D,,-0.12325258,30/360,-184987680.0,TWD,SA,MTH,,,,,,,,,,,,0.053245198,
,,,,,,,,,,,,,,,,,,Fixed,3.5645082,USD-LIBOR,,0.06065673,365/360,-373513300.0,CNY,3M,QTR,Float,0.91059136,SGD.SOR.6M.VWAP,,0.8394973,BUS/252,176634460.0,JPY,6WK,nan,,,,,,,,,,,,-0.8165137,
,,,,,,,,,,,,,,,,,,FLOAT,1.9722906,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,0.8018469,ACT/365,649110700.0,SEK,QTR,6M,FLOAT,0.2045075,USD-LIBOR,,-0.051913545,BUS/252,-91369600.0,SEK,6M,nan,,,,,,,,,,,,-0.18209149,
,,,,,,,,,,,,,,,,,,FLOAT,-0.22423212,USD.USD-LIBOR-BBA.3.,,0.40196365,365/360,105429420.0,ZAR,6Y,3M,FLOAT,-0.238101,CZK-PRIBOR-PRBO,,-0.44994748,ACT/365,397649920.0,CHF,6M,QTR,,,,,,,,,,,,-0.9944621,
,,,,,,,,,,,,,,,,,,Fixed,3.2226083,USD.LIBOR.3M.BBA,,0.6445908,ACT/365,-345005220.0,CLP,ZC,6D,Float,-0.77514946,EUR.EUR-EXT-CPI.5Y.EUR-EXT-CPI,,-0.9693045,BUS/252,3769072.0,SEK,6WK,6MTH,,,,,,,,,,,,-0.92545635,
,,,,,,,,,,,,,,,,,,FLOAT,-0.1985542,USD.LIBOR.3M.BBA,,-0.95014584,ACT/365,81646220.0,USD,ZC,MTH,Float,-0.5188008,SEK.STIBOR.3M.SIDE,,-0.8863288,BUS/252,109605130.0,KRW,QTR,QTR,,,,,,,,,,,,-0.7525596,
,,,,,,,,,,,,,,,,,,Float,3.4568765,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,-0.5040939,ACT/360,561433100.0,PLN,6D,nan,Float,0.71715397,DKK.DKK-CIBOR2-DKNA13.3M.DKK-CIBOR2-DKNA13,,-0.98393077,ACT/365,503366400.0,INR,3M,6MTH,,,,,,,,,,,,-0.8882965,
,,,,,,,,,,,,,,,,,,FLOAT,-0.01467566,USD.AAA_MUNI.6M.Reuters,,0.8277126,BUS/252,-341148740.0,CNY,ZC,QTR,Fixed,-0.81524074,NOK.NOK-NIBOR-NIBR.6M.NOK-NIBOR-NIBR,,0.66246533,ACT/365.FIXED,501943700.0,CHF,ZC,6,,,,,,,,,,,,-0.902945,
,,,,,,,,,,,,,,,,,,Float,2.42072,EUR.EUR-EURIBOR-Reuters.6.,,0.6744602,BUS/252,-292101150.0,GBP,6D,3M,Fixed,0.8387359,NZD-NZIONA-OIS Compound,,0.52649915,ACT/365,636673150.0,CLP,MTH,6,,,,,,,,,,,,0.5887288,
,,,,,,,,,,,,,,,,,,FLOAT,-0.21688418,EUR.EURIBOR.6M.Reuters,,-0.31081572,30/360,461329380.0,MXN,6M,QTR,Float,0.986911,GBP.UK-RPI.10Y.UK-RPI,,-0.9726136,ACT/360,630665400.0,HUF,6M,6MTH,,,,,,,,,,,,-0.9787103,
,,,,,,,,,,,,,,,,,,FLOAT,0.7810024,USD.USD-SOFR-COMPOUND..,,0.7620347,ACT/360,-126044640.0,GBP,6M,3M,Float,0.9705908,EUR.FRC-EXT-CPI.2Y.FRC-EXT-CPI,,-0.67672795,ACT/365,342323200.0,GBP,6M,nan,,,,,,,,,,,,0.8301138,
,,,,,,,,,,,,,,,,,,FLOAT,0.6983005,USD.LIBOR.1M.BBA,,-0.49610534,ACT/365.FIXED,-364150600.0,CHF,6M,nan,FLOAT,0.5235274,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,,0.9875163,30/360,-329564220.0,KRW,6WK,3M,,,,,,,,,,,,-0.2589483,
,,,,,,,,,,,,,,,,,,Fixed,-0.2927045,USD.MUNIPSA.3M.Bloomberg,,0.79020053,ACT/365,651037700.0,CLP,QTR,6,Float,-0.8701659,ILS.ILS-TELBOR01-Reuters.3M.ILS-TELBOR01-Reuters,,-0.8295987,30/360,-361505100.0,CHF,6M,6M,,,,,,,,,,,,-0.8399376,
,,,,,,,,,,,,,,,,,,Float,2.0128372,USD.AAA_MUNI.3M.Reuters,,0.30745077,BUS/252,-215560960.0,CZK,ZC,nan,Fixed,0.9358822,JPY.LIBOR.6M.BBA,,-0.1017033,30/360,52463400.0,NZD,QTR,3M,,,,,,,,,,,,0.4350243,
,,,,,,,,,,,,,,,,,,FLOAT,3.335043,USD.AAA_MUNI.20Y.Reuters,,-0.500173,BUS/252,118790640.0,SGD,QTR,MTH,Fixed,-0.7222371,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,,0.7434967,ACT/360,52130250.0,CLP,MTH,QTR,,,,,,,,,,,,-0.84787244,
,,,,,,,,,,,,,,,,,,Fixed,2.8384213,CAD.CORRA.1T.OIS-COMPOUND,,-0.91748506,ACT/365,646522240.0,GBP,6Y,6M,Fixed,-0.5226152,HKD.HIBOR.3M.HKAB,,-0.94206536,ACT/365.FIXED,-188590340.0,COP,6Y,6,,,,,,,,,,,,0.70951414,
,,,,,,,,,,,,,,,,,,FLOAT,2.7455654,USD-LIBOR-BBA,,0.65704954,365/360,-351106080.0,KRW,3M,3M,Float,-0.03416234,INR-MIBOR-OIS Compound,,-0.92789006,BUS/252,389593630.0,EUR,MTH,6,,,,,,,,,,,,-0.9250011,
,,,,,,,,,,,,,,,,,,Fixed,1.8118911,USD-LIBOR,,-0.94288903,365/360,-210885630.0,THB,6Y,6M,Float,-0.7112803,EUR-EuroSTR-COMPOUND,,-0.6348944,ACT/365.FIXED,-247059680.0,PLN,SA,6,,,,,,,,,,,,-0.83493614,
,,,,,,,,,,,,,,,,,,FLOAT,-0.16376476,USD.USD-LIBOR-BBA.3.,,-0.97636825,ACT/365.FIXED,-373819360.0,THB,3M,QTR,FLOAT,0.21909375,EUR.EUR-EURIBOR-Reuters.1M.EUR-EURIBOR-Reuters,,0.66912466,ACT/365.FIXED,-40482576.0,PLN,6M,nan,,,,,,,,,,,,0.95335567,
,,,,,,,,,,,,,,,,,,FLOAT,2.493,USD.AAA_MUNI.6M.Reuters,,0.5810001,ACT/365.FIXED,480841820.0,JPY,6M,QTR,Float,-0.86973286,COP-IBR-OIS Compound,,0.93227166,30/360,311476670.0,MXN,SA,6,,,,,,,,,,,,0.8921502,
,,,,,,,,,,,,,,,,,,FLOAT,3.230074,USD.LIBOR.1M.BBA,,0.045645438,BUS/252,587037000.0,HKD,6D,3M,Fixed,0.50613236,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,,0.32972446,30/360,-103346030.0,DKK,ZC,nan,,,,,,,,,,,,0.84531534,
,,,,,,,,,,,,,,,,,,Float,3.2668211,USD.USD-SOFR-COMPOUND..,,0.97643745,BUS/252,625939100.0,CNY,6Y,QTR,Float,-0.74256796,EUR.EUR-EXT-CPI.25Y.EUR-EXT-CPI,,-0.86526006,30/360,-361245300.0,CNY,6WK,nan,,,,,,,,,,,,0.7357996,
,,,,,,,,,,,,,,,,,,FLOAT,3.5003748,USD.MUNIPSA.3M.Bloomberg,,-0.7299564,BUS/252,315166900.0,PLN,3M,nan,Float,0.2585533,CLP-ICP,,0.9025441,ACT/365.FIXED,-249188320.0,CHF,6WK,3M,,,,,,,,,,,,-0.47036907,
,,,,,,,,,,,,,,,,,,FLOAT,-0.06687753,USD.MUNIPSA.3M.Bloomberg,,-0.13444953,365/360,652876700.0,THB,6M,MTH,FLOAT,-0.6387841,GBP.UK-RPI.5Y.UK-RPI,,0.62832814,ACT/365,477867400.0,DKK,6Y,6MTH,,,,,,,,,,,,-0.958275,
,,,,,,,,,,,,,,,,,,Fixed,0.23370774,USD.USD-LIBOR-BBA.3.,,-0.252008,ACT/360,645326340.0,ILS,MTH,6D,Float,0.8052251,INR-MIBOR-OIS Compound,,-0.5470595,ACT/365.FIXED,650756200.0,USD,6M,3M,,,,,,,,,,,,-0.11231941,
,,,,,,,,,,,,,,,,,,Float,0.35815772,USD.LIBOR.3M.BBA,,0.9542702,30/360,-78708210.0,USD,SA,3M,FLOAT,-0.87908787,MXN-TIIE-Banxico,,-0.93919796,ACT/365,-365171900.0,CHF,6M,6,,,,,,,,,,,,-0.8522261,
,,,,,,,,,,,,,,,,,,Float,0.36437616,USD.USD-SOFR-COMPOUND..,,0.992457,ACT/365.FIXED,286686660.0,CHF,3M,nan,FLOAT,0.0030229813,GBP-LIBOR-BBA,,-0.6490664,30/360,-372333500.0,HUF,ZC,nan,,,,,,,,,,,,0.8986584,
,,,,,,,,,,,,,,,,,,Float,-0.1645885,GBP.LIBOR.6M.BBA,,0.82623416,BUS/252,-311633280.0,USD,QTR,6D,Float,-0.46556804,JPY-TONA-OIS Compound,,-0.7508677,ACT/360,274074800.0,HKD,3M,6M,,,,,,,,,,,,-0.8215003,
,,,,,,,,,,,,,,,,,,FLOAT,3.5327494,USD.AAA_MUNI.3M.Reuters,,-0.8719889,365/360,634807550.0,KRW,3M,3M,Float,0.2162708,SGD-SORA-OIS Compound,,0.9860656,ACT/365,532003040.0,EUR,SA,MTH,,,,,,,,,,,,-0.6795669,
,,,,,,,,,,,,,,,,,,Fixed,3.5634108,CAD.CORRA.1T.OIS-COMPOUND,,0.8085655,365/360,418168100.0,EUR,6Y,6M,Float,0.89919287,INR-FBIL-MIBOR-OIS-COMPOUND,,0.9681323,BUS/252,-336051100.0,NZD,SA,6M,,,,,,,,,,,,-0.30906802,
,,,,,,,,,,,,,,,,,,FLOAT,-0.18443207,USD.AAA_MUNI.6M.Reuters,,-0.7608507,ACT/365.FIXED,191965180.0,KRW,MTH,nan,Float,0.5847559,SEK.STIBOR.3M.SIDE,,-0.06756315,ACT/365.FIXED,230263460.0,HUF,QTR,6,,,,,,,,,,,,0.3543726,
,,,,,,,,,,,,,,,,,,Float,-0.059180185,MXN.TIIE.28D.Banxico,,-0.01599038,ACT/365,450875870.0,GBP,MTH,6D,FLOAT,0.60607105,CAD.CAD-BA-CDOR.1M.CAD-BA-CDOR,,-0.8540556,ACT/360,641918600.0,USD,6Y,QTR,,,,,,,,,,,,0.9557373,
,,,,,,,,,,,,,,,,,,FLOAT,3.4100318,USD.AAA_MUNI.3M.Reuters,,0.10114694,30/360,442873400.0,CNY,6D,MTH,Float,0.55376434,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,,-0.9042059,BUS/252,646476160.0,ZAR,6Y,MTH,,,,,,,,,,,,0.15019406,
,,,,,,,,,,,,,,,,,,FLOAT,0.119560435,USD.AAA_MUNI.6M.Reuters,,0.6681899,ACT/365.FIXED,639222140.0,JPY,QTR,QTR,FLOAT,0.8769952,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,,0.42342356,BUS/252,-331135400.0,CHF,ZC,nan,,,,,,,,,,,,0.49683222,
,,,,,,,,,,,,,,,,,,FLOAT,2.111611,USD.AAA_MUNI.20Y.Reuters,,0.9560115,ACT/365.FIXED,190079650.0,CNY,3M,6M,Fixed,-0.98341095,EUR.EUR-EXT-CPI.11Y.EUR-EXT-CPI,,0.38289613,30/360,-214857630.0,HKD,6WK,6M,,,,,,,,,,,,0.3377003,
,,,,,,,,,,,,,,,,,,Float,3.4244921,USD.MUNIPSA.3M.Bloomberg,,0.8759002,BUS/252,-372754430.0,COP,SA,MTH,Fixed,-0.30793628,GBP.WMBA.1Y.SONIA-COMPOUND,,0.24125223,ACT/365,-58483730.0,CLP,6Y,nan,,,,,,,,,,,,-0.7443581,
,,,,,,,,,,,,,,,,,,Fixed,3.40981,USD.AAA_MUNI.6M.Reuters,,0.13783102,BUS/252,-296030500.0,HKD,6M,3M,Float,0.85438156,NZD-BKBM FRA,,0.7872736,BUS/252,109217300.0,EUR,QTR,QTR,,,,,,,,,,,,-0.7469949,
,,,,,,,,,,,,,,,,,,FLOAT,-0.221175,GBP.LIBOR.6M.BBA,,-0.87700355,365/360,-366504420.0,THB,ZC,nan,FLOAT,-0.1891865,EUR.EUR-EXT-CPI.20Y.EUR-EXT-CPI,,-0.78426254,BUS/252,-261793000.0,KRW,6M,MTH,,,,,,,,,,,,-0.38092533,
,,,,,,,,,,,,,,,,,,FLOAT,-0.41128114,USD.AAA_MUNI.20Y.Reuters,,-0.9140283,30/360,596835200.0,ILS,QTR,MTH,FLOAT,-0.06305015,GBP.UK-RPI.10Y.UK-RPI,,0.13650893,ACT/360,134214390.0,KRW,3M,QTR,,,,,,,,,,,,-0.520457,
,,,,,,,,,,,,,,,,,,Float,-0.26921657,USD.AAA_MUNI.3M.Reuters,,-0.28623563,30/360,650769660.0,TWD,6D,nan,Float,0.92657614,NZD-NZIONA-OIS Compound,,0.9248703,ACT/365.FIXED,-17167808.0,HKD,3M,6M,,,,,,,,,,,,-0.44847494,
,,,,,,,,,,,,,,,,,,Float,-0.37335387,USD.AAA_MUNI.20Y.Reuters,,-0.07188447,ACT/365,650276300.0,TWD,6M,QTR,FLOAT,0.07697748,SGD.SOR.3M.VWAP,,-0.68946004,ACT/365.FIXED,-217573340.0,NOK,6Y,6MTH,,,,,,,,,,,,-0.50550485,
,,,,,,,,,,,,,,,,,,FLOAT,0.359315,USD.AAA_MUNI.3M.Reuters,,0.9854081,BUS/252,650581600.0,GBP,6D,QTR,FLOAT,0.9537377,USD.LIBOR.6M.BBA,,-0.74621475,ACT/365.FIXED,599832400.0,CHF,QTR,QTR,,,,,,,,,,,,-0.2198121,
,,,,,,,,,,,,,,,,,,Fixed,2.4076207,GBP.LIBOR.6M.BBA,,0.9579054,ACT/360,519418000.0,ZAR,ZC,3M,Fixed,0.82933706,SGD-SORA-OIS Compound,,-0.9886181,ACT/360,95907430.0,SEK,3M,6MTH,,,,,,,,,,,,0.07715414,
,,,,,,,,,,,,,,,,,,Float,-0.12233834,USD.AAA_MUNI.20Y.Reuters,,0.65190166,ACT/365.FIXED,335896130.0,TWD,QTR,QTR,Float,-0.037463192,DKK.DKK-CIBOR2-DKNA13.6M.DKK-CIBOR2-DKNA13,,-0.8343644,ACT/365,-164331840.0,CZK,6M,nan,,,,,,,,,,,,-0.92639416,
,,,,,,,,,,,,,,,,,,FLOAT,0.23452981,USD.AAA_MUNI.3M.Reuters,,0.98505723,ACT/365,654044400.0,JPY,6M,3M,Float,0.7897421,EUR.EUR-EXT-CPI.20Y.EUR-EXT-CPI,,0.10858773,ACT/365.FIXED,-311417570.0,CHF,QTR,3M,,,,,,,,,,,,0.22956024,
,,,,,,,,,,,,,,,,,,Float,1.642764,MXN.TIIE.28D.Banxico,,-0.7119331,BUS/252,349032000.0,USD,QTR,6D,Fixed,0.4799377,COP-IBR-OIS Compound,,0.5599251,BUS/252,184664900.0,CLP,MTH,6M,,,,,,,,,,,,-0.9993136,
,,,,,,,,,,,,,,,,,,Float,2.2355926,USD.AAA_MUNI.20Y.Reuters,,0.86712044,30/360,527307700.0,NZD,QTR,6D,Float,-0.7941574,ILS-TELBOR01-Reuters,,0.94317925,ACT/360,656575740.0,INR,6WK,6,,,,,,,,,,,,-0.27037874,
,,,,,,,,,,,,,,,,,,Fixed,-0.0657094,EUR.EUR-EURIBOR-Reuters.6.,,-0.12333503,365/360,-142609920.0,HKD,3M,6M,Fixed,0.39428344,EUR.EURIBOR.6M.Reuters,,0.37015373,BUS/252,-68254050.0,HUF,6WK,6MTH,,,,,,,,,,,,-0.9707258,
,,,,,,,,,,,,,,,,,,FLOAT,1.8022019,USD.USD-SOFR-COMPOUND..,,0.497984,ACT/360,519010400.0,CHF,SA,MTH,FLOAT,-0.22727965,GBP.UK-RPI.3Y.UK-RPI,,0.6212339,ACT/360,-314879140.0,KRW,3M,6,,,,,,,,,,,,0.8919145,
,,,,,,,,,,,,,,,,,,Float,-0.25259748,USD.LIBOR.3M.BBA,,-0.8759501,ACT/365.FIXED,-373952600.0,KRW,6M,nan,Fixed,-0.6969156,TWD-TAIBOR-Reuters,,0.33367074,ACT/365.FIXED,54586150.0,CNY,6Y,nan,,,,,,,,,,,,-0.2215654,
,,,,,,,,,,,,,,,,,,FLOAT,0.4142681,USD.AAA_MUNI.20Y.Reuters,,-0.54494536,ACT/365,648151040.0,MXN,6D,6M,FLOAT,0.8871286,NZD-BBR-FRA,,-0.61303794,ACT/365,652459800.0,CLP,6M,nan,,,,,,,,,,,,0.9894508,
,,,,,,,,,,,,,,,,,,Fixed,3.2977078,MXN.TIIE.28D.Banxico,,-0.35069948,ACT/360,495034050.0,THB,6D,6M,FLOAT,0.9864357,CZK-PRIBOR,,-0.08275364,BUS/252,-182985600.0,THB,6WK,6M,,,,,,,,,,,,-0.30092514,
,,,,,,,,,,,,,,,,,,Float,0.883531,USD.USD-SOFR-COMPOUND..,,0.4431962,ACT/365,-42597024.0,NOK,QTR,nan,Fixed,0.6750567,USD.USA-CPI-U.20Y.USA-CPI-U,,0.93880045,BUS/252,373434080.0,NOK,QTR,MTH,,,,,,,,,,,,-0.9432928,
,,,,,,,,,,,,,,,,,,FLOAT,1.6931432,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,0.61224025,BUS/252,-129611460.0,GBP,ZC,6D,Fixed,0.4421523,USD.USA-CPI-U.2Y.USA-CPI-U,,-0.62633884,ACT/360,600065340.0,ILS,6Y,6MTH,,,,,,,,,,,,-0.7082273,
,,,,,,,,,,,,,,,,,,FLOAT,0.4319615,USD.MUNIPSA.3M.Bloomberg,,-0.18623157,ACT/360,-371227500.0,CZK,ZC,6D,Float,0.6512452,GBP.UK-RPI.3Y.UK-RPI,,0.25359637,ACT/360,-182643650.0,NZD,6Y,6MTH,,,,,,,,,,,,-0.97248274,
,,,,,,,,,,,,,,,,,,Fixed,0.16911013,USD.USD-SOFR-COMPOUND..,,0.9551319,ACT/365.FIXED,390931940.0,BRL,3M,6M,FLOAT,-0.48393404,CZK.PRIBOR.6M.PRBO,,0.6438981,BUS/252,-18066816.0,USD,ZC,6M,,,,,,,,,,,,-0.39884242,
,,,,,,,,,,,,,,,,,,Fixed,0.71338624,USD.LIBOR.3M.BBA,,-0.71976,BUS/252,-352818880.0,KRW,6M,MTH,Float,0.2849516,INR-FBIL-MIBOR-OIS-COMPOUND,,0.2599444,BUS/252,274028640.0,HUF,6Y,6,,,,,,,,,,,,0.10953052,
,,,,,,,,,,,,,,,,,,Float,-0.36296907,USD.AAA_MUNI.20Y.Reuters,,-0.047846824,30/360,-376404900.0,BRL,3M,QTR,Float,-0.93779004,AUD.BBR.6M.BBSW,,-0.5792833,30/360,-365032960.0,TWD,ZC,nan,,,,,,,,,,,,-0.20261909,
,,,,,,,,,,,,,,,,,,Fixed,0.28210136,MXN.TIIE.28D.Banxico,,-0.05991548,ACT/365.FIXED,-57252944.0,CHF,6Y,3M,FLOAT,0.42311648,EUR.EONIA.1T.OIS-COMPOUND,,0.8708119,ACT/365,-367035330.0,EUR,QTR,6MTH,,,,,,,,,,,,0.48017964,
,,,,,,,,,,,,,,,,,,Float,0.44520137,EUR.EUR-EURIBOR-Reuters.6.,,-0.4941199,ACT/365.FIXED,-237333730.0,NZD,MTH,nan,Float,-0.32319963,USD-LIBOR,,-0.6224164,ACT/360,618988800.0,HUF,6WK,nan,,,,,,,,,,,,0.7347251,
,,,,,,,,,,,,,,,,,,FLOAT,3.5476494,USD-LIBOR,,-0.4167258,365/360,655488000.0,USD,6M,MTH,Float,0.7061923,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,,-0.87905353,ACT/365,-263311970.0,MXN,6WK,3M,,,,,,,,,,,,-0.84311134,
,,,,,,,,,,,,,,,,,,Fixed,2.259429,CAD.CORRA.1T.OIS-COMPOUND,,0.20366918,ACT/365,-177939520.0,THB,ZC,6,Float,0.59398305,USD.LIBOR.6M.BBA,,0.8378463,BUS/252,649246600.0,HKD,6WK,MTH,,,,,,,,,,,,-0.87215567,
,,,,,,,,,,,,,,,,,,FLOAT,3.2572982,USD-LIBOR-BBA,,0.99736804,ACT/360,539495600.0,ZAR,6D,nan,Float,-0.031635728,USD.AAA_MUNI.6M.Reuters,,0.26797298,30/360,648742140.0,INR,QTR,6MTH,,,,,,,,,,,,-0.28439397,
,,,,,,,,,,,,,,,,,,FLOAT,-0.2794948,USD.USD-LIBOR-BBA.3.,,-0.6566575,ACT/365,634627100.0,ILS,SA,3M,Float,0.99886584,USD.USA-CPI-U.5Y.USA-CPI-U,,0.24423708,ACT/360,569762500.0,BRL,SA,MTH,,,,,,,,,,,,-0.6028559,
,,,,,,,,,,,,,,,,,,FLOAT,2.6137915,USD.AAA_MUNI.6M.Reuters,,-0.96905905,ACT/365.FIXED,-370026370.0,THB,6M,nan,FLOAT,0.7572074,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,0.98517966,ACT/365,604046000.0,INR,ZC,3M,,,,,,,,,,,,0.25024605,
,,,,,,,,,,,,,,,,,,FLOAT,-0.32720724,nan,,0.64673364,30/360,-317692350.0,CLP,ZC,6M,Float,0.9776918,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,,-0.07776525,BUS/252,656482600.0,SGD,SA,MTH,,,,,,,,,,,,-0.69001883,
,,,,,,,,,,,,,,,,,,FLOAT,-0.27945462,USD.LIBOR.1M.BBA,,0.6930052,365/360,-365145700.0,SEK,QTR,6M,FLOAT,-0.937016,THB-THBFIX,,0.9697524,BUS/252,-374854980.0,CAD,SA,QTR,,,,,,,,,,,,-0.1175665,
,,,,,,,,,,,,,,,,,,Fixed,-0.24884133,USD.USD-LIBOR-BBA.3.,,-0.34795326,365/360,132316520.0,ZAR,3M,QTR,FLOAT,0.86398333,NOK.NIBOR.6M.NIBR,,0.69279003,BUS/252,-285690460.0,HUF,6WK,3M,,,,,,,,,,,,-0.8453719,
,,,,,,,,,,,,,,,,,,FLOAT,0.13277407,USD.AAA_MUNI.20Y.Reuters,,0.7707801,ACT/365,-300408030.0,GBP,QTR,6D,Fixed,-0.668176,PLN.WIBOR.6M.WIBO,,-0.38452166,ACT/365.FIXED,180046820.0,CZK,QTR,nan,,,,,,,,,,,,-0.13026899,
,,,,,,,,,,,,,,,,,,FLOAT,-0.41287914,USD.AAA_MUNI.6M.Reuters,,-0.9819048,ACT/360,500778050.0,GBP,ZC,MTH,FLOAT,-0.9737815,USD-Federal Funds-H.15-OIS-COMPOUND,,-0.74212295,30/360,651210750.0,CZK,QTR,3M,,,,,,,,,,,,0.13604821,
,,,,,,,,,,,,,,,,,,FLOAT,1.1126032,USD.USD-SOFR-COMPOUND..,,0.8416467,BUS/252,651851100.0,SEK,MTH,QTR,Float,-0.20942728,FRC-EXT-CPI,,0.5802312,ACT/360,213679410.0,NOK,6WK,QTR,,,,,,,,,,,,0.33672175,
,,,,,,,,,,,,,,,,,,FLOAT,2.2460766,USD.USD-SOFR-COMPOUND..,,0.042963676,365/360,628362240.0,ILS,6M,6M,Float,-0.22586854,GBP.UK-RPI.12Y.UK-RPI,,0.7917248,ACT/365.FIXED,-309510370.0,NZD,6M,QTR,,,,,,,,,,,,-0.67430717,
,,,,,,,,,,,,,,,,,,FLOAT,3.0367339,USD.USD-LIBOR-BBA.3.,,0.52547896,365/360,124975080.0,KRW,6M,6,FLOAT,0.25171906,INR-MIBOR-OIS Compound,,0.99464333,ACT/365,-338481900.0,MXN,6M,MTH,,,,,,,,,,,,-0.9638827,
