Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575776,nan,nan,0.98712695,ACT/360,140005040.0,NOK,6M,nan,Fixed,0.99750817,PLN-WIBOR,nan,0.99747545,ACT/360,141142820.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00018625116,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5763097,nan,nan,0.9343232,ACT/360,152745680.0,NOK,MTH,nan,Float,0.9990667,MXN.TIIE.28D.Banxico,nan,0.9992737,ACT/360,656142850.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.016772816,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5752232,nan,nan,0.9599695,ACT/360,142645280.0,NOK,MTH,nan,Float,0.99822664,MXN.TIIE.28D.Banxico,nan,0.99939483,ACT/360,526212300.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0052947,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5801083,USD.LIBOR.3M.BBA,nan,0.0033176076,ACT/365,657000000.0,PLN,6Y,3M,FLOAT,0.0009369933,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.0012938972,ACT/365,656996160.0,HKD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999934,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576225,USD.USD-SOFR-COMPOUND..,nan,0.99974895,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.99798465,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9946172,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.878802e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.576464,nan,nan,0.9492727,ACT/365,154747200.0,NOK,6Y,MTH,Float,0.999918,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,nan,0.999755,ACT/365,656285900.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.030473476,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5800002,USD.LIBOR.3M.BBA,nan,0.000685366,ACT/365.FIXED,657000000.0,CAD,6Y,3M,FLOAT,2.9682099e-06,BRL-CDI,nan,9.580833e-06,ACT/365,656959800.0,HKD,ZC,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999999,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.573362,USD.MUNIPSA.3M.Bloomberg,nan,0.9261012,ACT/365,640631500.0,THB,6Y,MTH,FLOAT,0.9984241,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.9989183,ACT/365,656809600.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.62456346,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764344,USD.LIBOR.3M.BBA,nan,0.96362,ACT/365,345174850.0,NOK,6Y,MTH,Float,0.9998625,USD.USA-CPI-U.3Y.USA-CPI-U,nan,0.9994445,ACT/365,654541630.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.05994047,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.164676,USD.MUNIPSA.3M.Bloomberg,nan,0.26033887,ACT/365,656966700.0,PLN,6Y,MTH,FLOAT,0.94759685,SGD-SORA-OIS Compound,nan,0.82518184,ACT/365,656986600.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99946094,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764492,USD.MUNIPSA.3M.Bloomberg,nan,0.95230865,ACT/365,247102530.0,NOK,6Y,MTH,Float,0.9998413,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,nan,0.9992826,ACT/365,656644350.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.15107027,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5746787,nan,nan,0.99642277,ACT/360,140000580.0,EUR,6M,nan,Fixed,0.9980171,GBP.GBP-SONIA-COMPOUND.1Y.GBP-SONIA-COMPOUND,nan,0.9989067,ACT/360,140032340.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00014653745,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5754073,nan,nan,0.98179543,ACT/360,140072740.0,NOK,MTH,nan,Float,0.9994662,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9993417,ACT/360,206181840.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00048279957,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5753288,USD.LIBOR.3M.BBA,nan,0.8662575,ACT/365,631906800.0,PLN,6Y,MTH,FLOAT,0.9974338,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,nan,0.99640995,ACT/365,656976400.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.8045632,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764685,MXN.TIIE.28D.Banxico,nan,0.9976488,ACT/360,140000050.0,NZD,6M,nan,Fixed,0.997001,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9983734,ACT/360,140006700.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.5294215e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5761113,nan,nan,0.9542533,ACT/360,140337310.0,NOK,MTH,nan,Float,0.99829483,PLN-WIBOR,nan,0.9992881,ACT/360,298425340.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0014609674,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764422,nan,nan,0.9921599,ACT/360,141053540.0,NOK,6M,nan,Float,0.99923426,USD.USD-LIBOR-BBA.3.,nan,0.99956906,ACT/360,608945000.0,BRL,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0016613014,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5763366,nan,nan,0.9444977,ACT/360,161266100.0,NOK,MTH,MTH,Float,0.99977094,MXN.TIIE.28D.Banxico,nan,0.99959785,ACT/360,654135300.0,MXN,6Y,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.010997762,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575798,nan,nan,0.91950923,ACT/360,144135330.0,NOK,MTH,nan,Float,0.999481,EUR.EONIA.1Y.OIS-COMPOUND,nan,0.9987662,ACT/360,640874500.0,CNY,6Y,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.013511693,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,USD.USD-LIBOR-BBA.3.,nan,2.9059514e-05,ACT/365.FIXED,657000000.0,CAD,6Y,3M,FLOAT,9.70267e-09,AUD-BBR-BBSW,nan,1.1215819e-08,ACT/365,656999550.0,HKD,ZC,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763695,USD.USD-SOFR-COMPOUND..,nan,0.9994704,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9915095,DKK.DKK-CIBOR2-DKNA13.6M.DKK-CIBOR2-DKNA13,nan,0.99813867,ACT/365.FIXED,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.2202217e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763216,USD.USD-SOFR-COMPOUND..,nan,0.99913424,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9980699,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9978902,ACT/365.FIXED,140000050.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.369812e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.USD-LIBOR-BBA.3.,nan,1.03954835e-05,ACT/365.FIXED,657000000.0,CAD,6Y,3M,FLOAT,4.0269468e-09,AUD-BBR-BBSW,nan,2.4230755e-09,ACT/365,656983400.0,HKD,ZC,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576448,USD.USD-SOFR-COMPOUND..,nan,0.9989753,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9934475,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9951149,ACT/365.FIXED,140000020.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.3366452e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759838,USD.USD-SOFR-COMPOUND..,nan,0.99785596,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.98558015,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99647856,ACT/365.FIXED,140000030.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.4391857e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5515463,nan,nan,0.7864556,ACT/365,449570600.0,NOK,MTH,MTH,FLOAT,0.9992471,THB.THB-THBFIX-Reuters.6M.THB-THBFIX-Reuters,nan,0.9991432,ACT/360,656308600.0,ZAR,6Y,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.16559292,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,2.9308147,USD.MUNIPSA.3M.Bloomberg,nan,0.63469446,ACT/365,654967300.0,PLN,6Y,MTH,FLOAT,0.98649424,GBP.UK-RPI.12Y.UK-RPI,nan,0.99823654,ACT/365,656929000.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.6661661,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576467,USD.USD-SOFR-COMPOUND..,nan,0.9971062,ACT/360,140000020.0,NZD,6M,nan,Fixed,0.99721146,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99728084,ACT/365.FIXED,140000740.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.3437828e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762672,USD.USD-SOFR-COMPOUND..,nan,0.99962926,ACT/360,140000000.0,CZK,6M,nan,Fixed,0.9946594,DKK.DKK-CIBOR2-DKNA13.6M.DKK-CIBOR2-DKNA13,nan,0.98655856,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.9440547e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576363,USD.USD-SOFR-COMPOUND..,nan,0.99986744,30/360,140000000.0,CLP,6M,nan,Fixed,0.9945025,CZK.PRIBOR.3M.PRBO,nan,0.9811614,ACT/360,140000000.0,SEK,3M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.101271e-07,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,7.385171e-14,365/360,657000000.0,BRL,3M,3M,FLOAT,3.3925395e-26,AUD-AONIA-OIS Compound,nan,1.1776837e-26,BUS/252,656999940.0,CAD,6M,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.576002,nan,nan,0.97727025,ACT/360,144491760.0,NOK,MTH,nan,Float,0.9997499,MXN.TIIE.28D.Banxico,nan,0.9989783,ACT/360,634094850.0,CNY,SA,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.006307428,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763915,USD.USD-SOFR-COMPOUND..,nan,0.9999643,30/360,140000000.0,CLP,6M,nan,Fixed,0.99081135,AUD.AUD-AONIA-OIS-COMPOUND.1Y.AUD-AONIA-OIS-COMPOUND,nan,0.9778957,ACT/360,140000000.0,CHF,6M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,8.760417e-09,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763917,nan,nan,0.9861438,ACT/360,141203950.0,NOK,MTH,nan,Float,0.99991196,COP-IBR-OIS Compound,nan,0.999617,ACT/360,553555100.0,SEK,SA,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.002079953,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764272,USD.LIBOR.1M.BBA,nan,0.99612373,ACT/360,140007980.0,NOK,6M,nan,Float,0.9993695,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.999673,ACT/360,150147820.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00023129662,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.3248148,USD.LIBOR.3M.BBA,nan,0.2626987,ACT/365,656683500.0,THB,6Y,MTH,FLOAT,0.88396657,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.99020046,ACT/365,656991170.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9490509,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5825782,USD.LIBOR.3M.BBA,nan,0.0032104405,ACT/365,656998700.0,PLN,6Y,MTH,FLOAT,0.004513905,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.049762726,ACT/365,656997900.0,NOK,6Y,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999552,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,3.5764582,nan,nan,0.9809281,ACT/360,144249400.0,NOK,6M,nan,Float,0.999749,CAD.CAD-BA-CDOR.1M.CAD-BA-CDOR,nan,0.9994854,ACT/360,639525000.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0032983804,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5753381,nan,nan,0.76797056,ACT/360,302467840.0,NOK,MTH,MTH,Float,0.9965774,CZK-PRIBOR,nan,0.9989807,ACT/360,653224960.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.050932847,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5800179,USD.LIBOR.3M.BBA,nan,0.0039853523,ACT/365,656999800.0,PLN,6Y,MTH,FLOAT,0.0024796948,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.07034903,ACT/365,656914750.0,NOK,6Y,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999098,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5759764,nan,nan,0.9759084,ACT/360,175843140.0,NOK,MTH,MTH,Float,0.9998375,USD-Federal Funds-H.15,nan,0.99904823,ACT/360,653048300.0,MXN,6Y,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.017265985,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764074,CAD.CORRA.1T.OIS-COMPOUND,nan,0.9988881,ACT/360,140000380.0,NZD,6M,nan,Fixed,0.9985114,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9979348,ACT/360,140025390.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,7.260667e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5761533,USD.USD-SOFR-COMPOUND..,nan,0.99917156,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.99679905,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99694806,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.633727e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575309,nan,nan,0.98934907,ACT/360,140036500.0,NOK,MTH,nan,Fixed,0.99795073,PLN-WIBOR,nan,0.998443,ACT/360,142100850.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0006723612,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.6546638,USD.LIBOR.3M.BBA,nan,0.058793504,ACT/365,656993150.0,PLN,6Y,MTH,FLOAT,0.6258348,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.21184474,ACT/365,656982000.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99981016,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5808656,USD.LIBOR.3M.BBA,nan,0.051954255,ACT/365,657000000.0,CAD,6Y,MTH,FLOAT,0.0017321866,AUD-BBR-BBSW,nan,0.0008863056,ACT/365,656999200.0,HKD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999999,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762854,USD.USD-SOFR-COMPOUND..,nan,0.99943894,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9960777,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9935538,ACT/365.FIXED,140000020.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.2978902e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575266,nan,nan,0.98226786,ACT/360,140032540.0,NOK,MTH,nan,Float,0.99874324,PLN-WIBOR,nan,0.9995257,ACT/360,180567870.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00047163252,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575112,USD.USD-SOFR-COMPOUND..,nan,0.99805486,ACT/360,140000020.0,NZD,6M,nan,Fixed,0.9953182,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99619335,ACT/365.FIXED,140000050.0,SEK,3M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,9.564382e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576479,USD.USD-SOFR-COMPOUND..,nan,0.99963576,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9989848,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99723244,ACT/360,140000030.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.005571e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763538,MXN.TIIE.28D.Banxico,nan,0.99571687,ACT/360,140000420.0,NZD,6M,nan,Fixed,0.9974045,GBP.GBP-SONIA-COMPOUND.1Y.GBP-SONIA-COMPOUND,nan,0.9978695,ACT/360,140055860.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,7.773734e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762267,nan,nan,0.9971046,ACT/360,140044030.0,NOK,6M,nan,Float,0.9997693,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99914086,ACT/360,165840580.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00060559245,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763085,CAD.CORRA.1T.OIS-COMPOUND,nan,0.9977237,ACT/360,140001170.0,NZD,6M,nan,Fixed,0.9960555,PLN-WIBOR,nan,0.9978454,ACT/360,140119000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,8.674464e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.576324,nan,nan,0.9865278,ACT/365,246147680.0,NOK,6Y,MTH,Float,0.99984586,USD.USD-LIBOR-BBA.6M.USD-LIBOR-BBA,nan,0.99980474,ACT/365,654574600.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.089115106,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762806,MXN.TIIE.28D.Banxico,nan,0.99808264,ACT/360,140000030.0,HKD,6M,nan,Fixed,0.99336565,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9983802,ACT/360,140001060.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.7840426e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5761793,USD.USD-SOFR-COMPOUND..,nan,0.9977509,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9761134,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9902039,ACT/365.FIXED,140000030.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,7.303766e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764053,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99909437,ACT/360,140001330.0,NZD,6M,nan,Fixed,0.9992696,GBP.GBP-SONIA-COMPOUND.1Y.GBP-SONIA-COMPOUND,nan,0.9980527,ACT/360,140059620.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,7.638254e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.8076553e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.0430088e-13,AUD-AONIA-OIS Compound,nan,1.884725e-14,ACT/365,656980740.0,HKD,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763576,USD.USD-SOFR-COMPOUND..,nan,0.99922484,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9971539,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.996828,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,9.323902e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.574189,USD.USD-SOFR-COMPOUND..,nan,0.99773127,ACT/360,140000060.0,HKD,6M,nan,Fixed,0.99519217,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9982642,ACT/360,140001000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.74937e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.3685377e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.7500056e-13,AUD-AONIA-OIS-COMPOUND,nan,3.8405311e-13,ACT/365,656952450.0,GBP,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575411,nan,nan,0.9893484,ACT/360,145099180.0,NOK,MTH,nan,Float,0.9994766,MXN.TIIE.28D.Banxico,nan,0.99928683,ACT/360,564013600.0,CNY,SA,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0064490405,nan
