Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Future Value Notional
Fixed,1.6788148,USD.AAA_MUNI.6M.Reuters,0.19539954,365/360,529959200.0,USD,MTH,6,Float,0.97020257,NZD.NZD-NZIONA-OIS-COMPOUND.1Y.NZD-NZIONA-OIS-COMPOUND,0.99897337,ACT/360,158159340.0,NZD,QTR,6MTH,0.9526513
Fixed,2.8343797,nan,0.66643345,30/360,639237200.0,CAD,MTH,MTH,Float,0.3963425,EUR.EUR-EONIA-OIS-COMPOUND.1Y.EUR-EONIA-OIS-COMPOUND,0.12317515,ACT/365.FIXED,209674270.0,NZD,SA,MTH,0.05563572
Fixed,2.156192,nan,0.88434863,30/360,637217000.0,CAD,MTH,MTH,Float,0.78025335,JPY-TONA-OIS Compound,0.12399323,ACT/360,237561220.0,NZD,MTH,3M,0.02504242
Fixed,2.385858,nan,0.54567987,ACT/365.FIXED,531217180.0,CNY,MTH,MTH,Float,0.917861,USD-SOFR-COMPOUND,0.8961815,ACT/360,181017620.0,CLP,MTH,6MTH,0.30661988
Fixed,2.0929065,nan,0.8930775,30/360,518073060.0,COP,MTH,MTH,Float,0.34969288,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,0.33584446,ACT/360,197539730.0,CAD,MTH,MTH,0.03274513
Fixed,1.7345121,nan,0.3522711,365/360,648785000.0,SGD,MTH,6,Float,0.51423645,USD-LIBOR,0.84437287,ACT/360,413226560.0,NZD,MTH,3M,0.12416044
Fixed,1.6085616,nan,0.91497993,30/360,652027900.0,PLN,MTH,MTH,Float,0.59027815,CHF-SARON-OIS Compound,0.49646634,ACT/365.FIXED,149958540.0,NZD,MTH,3M,0.008078073
Fixed,3.4791367,nan,0.5862115,365/360,573750660.0,THB,MTH,6,Float,0.9783122,CNY-CNREPOFIX=CFXS-Reuters,0.5022117,ACT/360,231439550.0,INR,MTH,6M,0.9725104
Fixed,1.6905837,GBP.LIBOR.6M.BBA,0.3864493,365/360,613246600.0,SGD,MTH,MTH,Float,0.98047334,PLN-WIBOR,0.8862537,ACT/360,252467680.0,TWD,MTH,3M,0.07394623
Fixed,1.9423333,nan,0.5101286,365/360,599596400.0,SEK,MTH,MTH,Float,0.4482218,GBP.UK-RPI.40Y.UK-RPI,0.72402894,ACT/360,151570560.0,NZD,MTH,QTR,0.09731324
Fixed,2.4729912,nan,0.9706656,365/360,634353000.0,SGD,MTH,MTH,Float,0.88928825,CZK.PRIBOR.3M.PRBO,0.3373754,ACT/360,209489500.0,NZD,MTH,MTH,0.41744554
Fixed,2.2835767,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.42603502,365/360,524443200.0,SGD,MTH,MTH,Float,0.99354434,NZD.NZD-NZIONA-OIS-COMPOUND.1Y.NZD-NZIONA-OIS-COMPOUND,0.9265161,ACT/360,158641170.0,BRL,MTH,6M,0.98113143
Fixed,2.3947158,nan,0.13579866,365/360,633388860.0,DKK,MTH,MTH,Float,0.8367937,CHF-SARON-OIS Compound,0.22714375,ACT/360,198448660.0,NZD,MTH,MTH,0.13679853
Fixed,3.088028,nan,0.92818195,30/360,614785700.0,SGD,MTH,MTH,Float,0.8039026,EUR-EXT-CPI,0.15043636,ACT/360,421598660.0,NZD,SA,MTH,0.0110786725
Fixed,1.7969509,nan,0.8671081,ACT/365.FIXED,637492740.0,ZAR,MTH,MTH,Float,0.6886962,USD-LIBOR,0.24960893,ACT/360,177685710.0,NZD,MTH,MTH,0.03181523
Fixed,1.6267802,nan,0.4846894,ACT/360,638970200.0,DKK,QTR,MTH,Float,0.6658049,PLN-WIBOR-WIBO,0.55552083,ACT/365.FIXED,180398820.0,NZD,MTH,3M,0.06920009
Fixed,1.9017884,nan,0.04972201,BUS/252,625391200.0,PLN,MTH,6,Float,0.8192289,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,0.18544443,ACT/365.FIXED,355069950.0,INR,MTH,MTH,0.24456231
Fixed,1.6660689,nan,0.54495937,30/360,653196300.0,DKK,MTH,MTH,Float,0.5423182,PLN.PLN-WIBOR-WIBO.6M.PLN-WIBOR-WIBO,0.07689803,ACT/365.FIXED,152332240.0,NZD,SA,MTH,0.0005675715
Fixed,1.7820896,nan,0.8488259,ACT/360,612424060.0,DKK,MTH,MTH,Float,0.73852205,CZK.PRIBOR.3M.PRBO,0.14381044,ACT/365.FIXED,193613980.0,NZD,MTH,3M,0.035693754
Fixed,2.06057,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.7923327,365/360,490869440.0,SGD,MTH,6,Float,0.9367935,CNY-Fixing Repo Rate,0.8689052,ACT/360,164397860.0,NZD,MTH,6M,0.9306558
Fixed,1.7799066,nan,0.35102937,ACT/360,592622500.0,COP,MTH,MTH,Float,0.51660234,USD.USA-CPI-U.10Y.USA-CPI-U,0.15212138,ACT/360,207814850.0,CAD,MTH,3M,0.06586214
Fixed,2.7260542,nan,0.7603835,ACT/360,604752060.0,THB,MTH,MTH,Float,0.8605908,CZK.PRIBOR.3M.PRBO,0.101478495,ACT/360,183879740.0,DKK,MTH,MTH,0.15302904
Fixed,3.1018598,nan,0.7674995,ACT/365.FIXED,566599700.0,NOK,MTH,nan,Float,0.9739278,EUR-EXT-CPI,0.89971584,ACT/360,199755000.0,NZD,MTH,MTH,0.37717062
Fixed,2.5608075,nan,0.4777903,365/360,633369600.0,NOK,MTH,MTH,Float,0.83571225,CNY-Fixing Repo Rate,0.70570976,ACT/360,189831020.0,NZD,MTH,3M,0.18983348
Fixed,1.7554619,GBP.LIBOR.6M.BBA,0.15780765,365/360,606483460.0,SEK,MTH,6,Float,0.915396,AUD-AONIA-OIS Compound,0.9373224,ACT/360,209987340.0,NZD,MTH,3M,0.18950373
Fixed,1.8455964,nan,0.33932146,ACT/365.FIXED,572592260.0,SEK,MTH,6,Float,0.9414186,SEK.STIBOR.3M.SIDE,0.8296089,ACT/360,171594960.0,NZD,MTH,MTH,0.06368361
Fixed,1.8116477,nan,0.87195045,ACT/365.FIXED,622276860.0,COP,MTH,MTH,Float,0.90683466,CZK.PRIBOR.3M.PRBO,0.6899716,ACT/365.FIXED,150509660.0,NZD,MTH,MTH,0.04302232
Fixed,1.653368,nan,0.77925545,365/360,647110660.0,SEK,MTH,6,Float,0.877143,EUR.EURIBOR.6M.Reuters,0.7036864,ACT/360,212726820.0,HKD,MTH,3M,0.11777596
Fixed,1.7914569,nan,0.89106894,30/360,652719800.0,DKK,MTH,MTH,Float,0.9682016,USD-LIBOR,0.10266072,ACT/360,164075070.0,ILS,MTH,MTH,0.0030743568
Fixed,1.9286397,nan,0.93378544,30/360,537163840.0,CNY,MTH,MTH,Float,0.90950614,CNY-Fixing Repo Rate,0.8281167,ACT/360,168019540.0,USD,3M,3M,0.18862921
Fixed,1.6136554,nan,0.8182437,30/360,646389900.0,CNY,MTH,MTH,Float,0.42374367,JPY-TONA-OIS Compound,0.16564405,ACT/360,148590270.0,NZD,MTH,3M,0.0028272753
Fixed,1.7567877,nan,0.77208555,30/360,644761600.0,DKK,6M,MTH,Float,0.551511,CZK.PRIBOR.3M.PRBO,0.342114,ACT/365.FIXED,180242100.0,MXN,MTH,3M,0.03055534
Fixed,2.5781095,nan,0.18565726,30/360,618049400.0,CAD,MTH,MTH,Float,0.7752098,GBP-LIBOR-BBA,0.112793855,ACT/365.FIXED,218980830.0,CAD,SA,3M,0.079972565
Fixed,1.6912004,nan,0.3002262,365/360,579754750.0,DKK,MTH,MTH,Float,0.903391,CNY-Fixing Repo Rate,0.86640877,ACT/360,190486140.0,NZD,MTH,3M,0.18637869
Fixed,2.803513,nan,0.6011502,BUS/252,629268860.0,PLN,MTH,6,Float,0.9388786,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.71446455,ACT/360,181599490.0,NZD,MTH,3M,0.9218998
Fixed,1.7421653,nan,0.40434492,365/360,638047740.0,NOK,MTH,MTH,Float,0.49129492,PLN-WIBOR,0.9668788,ACT/360,156530350.0,NZD,MTH,3M,0.05981372
Fixed,1.7979885,nan,0.69686544,365/360,646109060.0,CAD,MTH,6,Float,0.64451075,AUD-AONIA-OIS Compound,0.2733999,ACT/360,184475310.0,NZD,MTH,MTH,0.004814834
Fixed,1.783099,nan,0.75263727,30/360,575191040.0,EUR,MTH,MTH,Float,0.59951043,USD-LIBOR,0.8159631,ACT/360,233621540.0,NZD,MTH,3M,0.13444525
Fixed,2.9961424,nan,0.68429863,ACT/365.FIXED,633469700.0,COP,MTH,MTH,Float,0.5376444,EUR-EURIBOR,0.14138363,ACT/365.FIXED,195983470.0,NZD,MTH,MTH,0.094849445
Fixed,2.085017,nan,0.96491694,ACT/360,614262000.0,CAD,MTH,MTH,Float,0.8515082,EUR-EXT-CPI,0.123226866,ACT/360,173509870.0,CAD,MTH,MTH,0.030399628
Fixed,1.6356333,USD-LIBOR,0.20345148,ACT/365.FIXED,525868580.0,BRL,MTH,MTH,Float,0.78270346,GBP.UK-RPI.15Y.UK-RPI,0.47108528,ACT/360,185085760.0,USD,6WK,3M,0.07709242
Fixed,2.3326664,nan,0.10794782,365/360,637345000.0,SGD,MTH,6,Float,0.78276086,GBP.UK-RPI.7Y.UK-RPI,0.24451235,ACT/360,203307060.0,CAD,MTH,3M,0.2066929
Fixed,1.907166,USD.AAA_MUNI.6M.Reuters,0.80277663,365/360,592970750.0,PLN,MTH,6,Float,0.94569117,COP-IBR-OIS-COMPOUND,0.44733384,ACT/360,204872130.0,USD,MTH,QTR,0.8909721
Fixed,1.8368202,nan,0.41600358,365/360,556124800.0,NOK,MTH,6,Float,0.78976834,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.2029013,ACT/360,202564960.0,NZD,MTH,MTH,0.16251898
Fixed,1.7005634,nan,0.19219878,365/360,648424260.0,NOK,MTH,MTH,Float,0.73658526,CZK.PRIBOR.3M.PRBO,0.38029644,ACT/360,221390510.0,CLP,MTH,3M,0.016312903
Fixed,1.8404555,nan,0.8883583,30/360,632724540.0,CAD,6M,MTH,Float,0.5099704,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.07054282,ACT/360,196836460.0,NZD,MTH,MTH,0.0505116
Fixed,2.7757354,nan,0.5747864,365/360,549357600.0,NOK,MTH,MTH,Float,0.9824261,JPY.LIBOR.6M.BBA,0.49318573,ACT/360,209712000.0,CAD,MTH,3M,0.63184726
Fixed,2.0822256,USD-LIBOR,0.35068578,ACT/360,534969250.0,PLN,6M,6,Float,0.80787987,GBP.UK-RPI.25Y.UK-RPI,0.5387767,BUS/252,193032720.0,USD,MTH,6MTH,0.4638404
Fixed,1.9506426,nan,0.3659582,365/360,644920200.0,SEK,MTH,6,Float,0.9803153,EUR.EURIBOR.6M.Reuters,0.8787843,ACT/360,254396160.0,NZD,MTH,3M,0.044930905
Fixed,2.1269217,nan,0.59019876,ACT/360,650670600.0,CAD,MTH,MTH,Float,0.23786902,NOK.NOK-NIBOR-OIBOR.3M.NOK-NIBOR-OIBOR,0.014136349,ACT/365.FIXED,171833540.0,MXN,MTH,MTH,0.0012423837
Fixed,1.7423149,nan,0.6449765,ACT/365.FIXED,597641100.0,COP,MTH,MTH,Float,0.44165793,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.7831897,ACT/360,150941710.0,NZD,MTH,QTR,0.4320345
Fixed,1.8481686,nan,0.92574716,ACT/360,595767040.0,DKK,MTH,MTH,Float,0.77471966,CZK.PRIBOR.3M.PRBO,0.13330692,ACT/360,188845580.0,NZD,MTH,MTH,0.039409574
Fixed,1.6942968,USD-LIBOR,0.21307628,BUS/252,633132900.0,ZAR,MTH,6,Float,0.51541084,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.35923007,ACT/360,150478510.0,USD,MTH,3M,0.045512684
Fixed,2.2770746,nan,0.8592354,365/360,654611200.0,CAD,MTH,MTH,Float,0.8940049,USD-LIBOR,0.043417055,ACT/365.FIXED,176294110.0,NZD,ZC,MTH,0.001380757
Fixed,2.0319486,nan,0.22339065,365/360,574593900.0,SGD,MTH,nan,Float,0.7841584,COP-IBR-OIS-COMPOUND,0.6001642,ACT/360,202252400.0,NZD,MTH,6MTH,0.58190286
Fixed,1.7956035,nan,0.58459395,ACT/365.FIXED,605421950.0,CAD,MTH,MTH,Float,0.66538465,EUR.EUR-EXT-CPI.5Y.EUR-EXT-CPI,0.3527135,ACT/360,229075200.0,NZD,MTH,3M,0.046188008
Fixed,1.9360225,nan,0.55458313,ACT/360,569633800.0,CNY,MTH,MTH,Float,0.32483143,HUF-BUBOR,0.48041466,ACT/360,185739400.0,USD,MTH,MTH,0.32625967
Fixed,1.6720626,nan,0.24793889,365/360,476140700.0,SGD,MTH,6,Float,0.8612,USD.USD-SOFR-COMPOUND..,0.9207301,ACT/360,160595250.0,NZD,MTH,6M,0.36678037
Fixed,3.316741,nan,0.9669111,ACT/365.FIXED,652791400.0,CAD,MTH,6M,Float,0.91954464,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.033064816,ACT/365.FIXED,183041200.0,MXN,3M,MTH,0.044326793
Fixed,1.9147886,nan,0.87592536,ACT/365.FIXED,524736930.0,CNY,MTH,MTH,Float,0.97248626,CNY-CNREPOFIX=CFXS-Reuters,0.10698388,ACT/365.FIXED,187348850.0,NZD,MTH,3M,0.17034543
Fixed,2.4119968,nan,0.26406592,365/360,634648450.0,BRL,MTH,MTH,Float,0.22108759,USD-LIBOR,0.23801883,ACT/365.FIXED,151200450.0,DKK,MTH,3M,0.041799493
Fixed,2.77606,nan,0.98417336,30/360,581374140.0,CAD,MTH,MTH,Float,0.6066818,EUR-EURIBOR,0.015566364,ACT/365.FIXED,175742370.0,NZD,MTH,MTH,0.05125149
Fixed,2.6800845,nan,0.47750595,BUS/252,557765060.0,NOK,MTH,MTH,Float,0.80796075,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.89808315,ACT/360,155733020.0,USD,MTH,6M,0.6440331
Fixed,2.5639167,nan,0.6831408,30/360,526039550.0,CAD,MTH,MTH,Float,0.8509688,CNY-CNREPOFIX=CFXS-Reuters,0.019229513,ACT/365.FIXED,188265860.0,NZD,MTH,MTH,0.40702954
Fixed,2.1459627,nan,0.25271186,ACT/365.FIXED,486195100.0,PLN,MTH,6,Float,0.7307195,GBP.UK-RPI.7Y.UK-RPI,0.839362,ACT/360,186732200.0,NZD,MTH,3M,0.1362047
Fixed,2.5789318,nan,0.86108524,ACT/365.FIXED,638209000.0,DKK,MTH,6,Float,0.82832533,CNY-Fixing Repo Rate,0.39234972,ACT/360,180662240.0,NZD,6WK,3M,0.15783222
Fixed,2.3426485,nan,0.9087181,ACT/365.FIXED,619275650.0,CAD,MTH,MTH,Float,0.8560211,USD-LIBOR,0.2837394,ACT/365.FIXED,193484260.0,ILS,MTH,MTH,0.061453365
Fixed,2.5047474,nan,0.98472613,30/360,653347900.0,CAD,MTH,MTH,Float,0.6453841,USD-LIBOR,0.3680336,ACT/365.FIXED,260611890.0,NZD,ZC,MTH,0.0029811165
Fixed,2.0176487,USD-LIBOR,0.2640647,30/360,476777760.0,PLN,6M,MTH,Float,0.24999517,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1Y.USD-Federal Funds-H.15-OIS-COMPOUND,0.76357955,ACT/360,158072660.0,NZD,MTH,3M,0.25042152
Fixed,1.7811849,nan,0.21811765,365/360,572266900.0,SGD,MTH,6,Float,0.8058575,CNY-CNREPOFIX=CFXS-Reuters,0.83037406,ACT/360,180629390.0,HKD,MTH,3M,0.34840262
Fixed,1.7861278,nan,0.6160621,365/360,628350850.0,DKK,MTH,MTH,Float,0.8841499,GBP.UK-RPI.40Y.UK-RPI,0.78039384,ACT/360,266441230.0,ILS,MTH,MTH,0.17362736
Fixed,1.6274236,nan,0.660956,365/360,642688800.0,CNY,MTH,MTH,Float,0.89294845,USD-LIBOR,0.73949254,ACT/360,148504540.0,MXN,MTH,MTH,0.008423266
Fixed,1.7387501,nan,0.70756656,30/360,624353900.0,CNY,6M,MTH,Float,0.69696516,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.07819969,ACT/365.FIXED,220750460.0,CAD,MTH,MTH,0.0035913272
Fixed,1.98871,nan,0.5589131,ACT/365.FIXED,459321630.0,NOK,MTH,MTH,Float,0.53035575,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.4624948,ACT/360,192650370.0,USD,MTH,MTH,0.4482375
Fixed,2.4479272,nan,0.6545814,365/360,612395650.0,NOK,MTH,MTH,Float,0.8472021,CNY-CNREPOFIX=CFXS-Reuters,0.15479693,ACT/360,180892900.0,NZD,MTH,3M,0.13441484
Fixed,2.3205297,nan,0.8221582,365/360,638080800.0,NOK,MTH,MTH,Float,0.8712885,CNY-CNREPOFIX=CFXS-Reuters,0.19802795,ACT/360,156189580.0,ILS,MTH,3M,0.11010818
Fixed,2.4081047,nan,0.9667826,ACT/360,624123100.0,CNY,6M,6M,Float,0.85946375,USD-Federal Funds-H.15,0.57414156,ACT/365.FIXED,153334850.0,MXN,MTH,MTH,0.048323415
Fixed,2.1363163,nan,0.65341514,ACT/365.FIXED,518220670.0,NOK,MTH,MTH,Float,0.9388577,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.16233847,ACT/365.FIXED,180129380.0,USD,MTH,MTH,0.32107717
Fixed,1.8818042,nan,0.47424394,365/360,568629250.0,NOK,MTH,MTH,Float,0.9692922,PLN-WIBOR,0.73687774,ACT/360,276309250.0,HKD,MTH,3M,0.07211185
Fixed,2.2364976,nan,0.9530286,ACT/365.FIXED,549954900.0,USD,MTH,6,Float,0.9777903,CNY-Fixing Repo Rate,0.92012465,ACT/360,167059760.0,NZD,MTH,MTH,0.709967
Fixed,2.2227128,nan,0.8271635,365/360,626918200.0,THB,MTH,6,Float,0.732528,USD-SOFR-COMPOUND,0.58879167,ACT/360,182824260.0,NZD,MTH,3M,0.37234482
Fixed,2.0232677,nan,0.7948134,ACT/365.FIXED,612090900.0,COP,MTH,MTH,Float,0.3785848,INR-MIBOR-OIS Compound,0.4771082,ACT/360,207143650.0,NZD,MTH,MTH,0.13927026
Fixed,1.6274289,USD-LIBOR,0.01786084,BUS/252,573558100.0,CNY,QTR,MTH,Float,0.8817794,CNY-Fixing Repo Rate,0.94608265,ACT/360,191475400.0,USD,MTH,QTR,0.3330036
Fixed,2.2278433,nan,0.7974856,365/360,476331500.0,NOK,MTH,MTH,Float,0.9614496,CZK.CZK-PRIBOR-PRBO.6M.CZK-PRIBOR-PRBO,0.84490865,ACT/360,179274660.0,CAD,MTH,3M,0.49501345
Fixed,2.2518792,nan,0.27029267,ACT/360,620215500.0,COP,MTH,MTH,Float,0.4610629,KRW-CD-KSDA-Bloomberg,0.446292,ACT/360,231812830.0,NZD,MTH,3M,0.3948989
Fixed,1.9462428,nan,0.9852409,ACT/365.FIXED,641333440.0,CAD,MTH,MTH,Float,0.40214604,USD-LIBOR,0.04543945,ACT/365.FIXED,186747540.0,NZD,3M,MTH,0.0017414336
Fixed,2.187137,nan,0.8195165,30/360,578223200.0,COP,6M,MTH,Float,0.83880454,CZK.PRIBOR.3M.PRBO,0.76157784,ACT/365.FIXED,156812830.0,NZD,MTH,MTH,0.019368911
Fixed,2.690569,nan,0.08827563,BUS/252,614385800.0,PLN,MTH,6,Float,0.8683801,TWD-TAIBOR-Reuters,0.43941274,ACT/360,182144110.0,NZD,MTH,MTH,0.2690031
Fixed,1.7357583,nan,0.13670246,365/360,577050100.0,THB,MTH,6,Float,0.41657263,USD.USD-SOFR-COMPOUND..,0.62997776,ACT/360,188221730.0,NZD,MTH,3M,0.039491627
Fixed,2.4747262,nan,0.96121,ACT/365.FIXED,578555000.0,EUR,MTH,6M,Float,0.9098211,NZD-NZIONA-OIS-COMPOUND,0.12897421,ACT/365.FIXED,181005200.0,NZD,MTH,MTH,0.24868727
Fixed,2.2532005,nan,0.82504046,30/360,646077440.0,DKK,MTH,MTH,Float,0.7673281,USD-LIBOR,0.44574493,ACT/365.FIXED,157805900.0,DKK,MTH,MTH,0.01921642
Fixed,2.3171842,nan,0.59881836,ACT/365.FIXED,535218530.0,THB,MTH,MTH,Float,0.9674995,GBP.UK-RPI.7Y.UK-RPI,0.79184103,ACT/360,244708960.0,NZD,MTH,MTH,0.11816031
Fixed,1.6334455,nan,0.61945814,ACT/360,631683460.0,CAD,MTH,MTH,Float,0.16421127,GBP.GBP-LIBOR-BBA.3M.GBP-LIBOR-BBA,0.0703675,ACT/360,154212940.0,NZD,MTH,3M,0.014985685
Fixed,1.631406,USD.AAA_MUNI.6M.Reuters,0.193275,ACT/360,612441500.0,CNY,MTH,MTH,Float,0.96097535,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.8397507,ACT/360,228591520.0,USD,MTH,3M,0.24539839
Fixed,1.6621932,nan,0.76165336,ACT/360,599014300.0,DKK,MTH,MTH,Float,0.2894839,GBP.UK-RPI.7Y.UK-RPI,0.9216397,ACT/360,161777820.0,USD,MTH,MTH,0.2174246
Fixed,1.6404607,nan,0.8205737,30/360,646904800.0,NOK,MTH,MTH,Float,0.6814442,USD-LIBOR,0.33322832,ACT/360,150229700.0,NZD,MTH,3M,0.032562822
Fixed,2.1311028,nan,0.9087663,ACT/365.FIXED,615238500.0,CAD,MTH,MTH,Float,0.9541068,USD-LIBOR,0.8292847,ACT/365.FIXED,157692590.0,NZD,MTH,3M,0.258339
Fixed,2.4958255,nan,0.8781812,365/360,588401540.0,NOK,MTH,6,Float,0.7975643,GBP.GBP-LIBOR-BBA.3M.GBP-LIBOR-BBA,0.61186844,ACT/360,212815340.0,NZD,MTH,3M,0.28612056
Fixed,1.9104099,USD-LIBOR,0.81929785,ACT/360,580069900.0,CNY,MTH,MTH,Float,0.63855076,JPY-TONA-OIS Compound,0.73314035,ACT/360,169935710.0,MXN,MTH,MTH,0.12531026
Fixed,2.2674053,nan,0.87499493,365/360,607138400.0,NOK,MTH,MTH,Float,0.6650261,CNY-CNREPOFIX=CFXS-Reuters,0.67584026,ACT/360,208299460.0,NZD,MTH,MTH,0.08071633
Fixed,2.530274,nan,0.5970546,30/360,627384400.0,PLN,MTH,nan,Float,0.69888836,USD.USA-CPI-U.5Y.USA-CPI-U,0.298618,ACT/360,160015140.0,NZD,MTH,MTH,0.0071803047
Fixed,1.9469247,nan,0.17011163,30/360,577941760.0,BRL,MTH,6,Float,0.77956474,GBP.UK-RPI.7Y.UK-RPI,0.6220223,ACT/365.FIXED,172209380.0,CAD,MTH,MTH,0.25116396
Fixed,2.1173887,nan,0.8106457,30/360,632936200.0,CAD,MTH,6,Float,0.62341756,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.24496384,ACT/365.FIXED,170448640.0,NZD,MTH,MTH,0.1108875
Fixed,1.9869102,nan,0.8124225,ACT/365.FIXED,534527840.0,CNY,MTH,MTH,Float,0.8437827,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.21775927,ACT/360,171658370.0,NZD,MTH,MTH,0.5314657
Fixed,3.2365682,nan,0.90550756,30/360,646960100.0,CAD,MTH,MTH,Float,0.9313885,USD-LIBOR,0.03128093,ACT/365.FIXED,183669020.0,NZD,MTH,MTH,0.00240171
Fixed,1.8453894,nan,0.27360743,ACT/365.FIXED,571609100.0,PLN,MTH,MTH,Float,0.6620779,GBP.UK-RPI.15Y.UK-RPI,0.44306022,ACT/365.FIXED,218151800.0,NZD,MTH,3M,0.01871532
Fixed,2.7865655,nan,0.677201,ACT/365.FIXED,581398140.0,EUR,6M,MTH,Float,0.15452757,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,0.0952232,ACT/360,273000060.0,CAD,MTH,MTH,0.080462664
Fixed,1.6588438,nan,0.9002164,365/360,599909800.0,SEK,MTH,6,Float,0.7522511,GBP.UK-RPI.40Y.UK-RPI,0.72812396,ACT/360,203597540.0,NZD,MTH,6M,0.5743499
Fixed,3.076647,USD.AAA_MUNI.20Y.Reuters,0.99797434,30/360,469045860.0,CAD,6M,MTH,Float,0.9027936,USD.USA-CPI-U.7Y.USA-CPI-U,0.16998506,ACT/360,163814940.0,NZD,MTH,MTH,0.08672644
Fixed,1.9314233,nan,0.2910908,365/360,610645250.0,NOK,MTH,6,Float,0.96501094,NOK-NIBOR-OIBOR,0.8922745,ACT/360,250298980.0,NZD,MTH,6MTH,0.4629744
Fixed,1.6609211,nan,0.8105476,ACT/365.FIXED,612280400.0,PLN,MTH,MTH,Float,0.47420296,USD.USD-SOFR-COMPOUND..,0.72366166,ACT/360,156279620.0,USD,MTH,MTH,0.224462
Fixed,2.678064,nan,0.9175378,365/360,613686660.0,SGD,MTH,MTH,Float,0.809606,KRW.KRW-CD-KSDA-Bloomberg.3M.KRW-CD-KSDA-Bloomberg,0.18754716,ACT/360,229602690.0,NZD,MTH,MTH,0.19442074
Fixed,1.8895798,nan,0.6657385,ACT/365.FIXED,571396500.0,THB,MTH,MTH,Float,0.4081874,GBP.UK-RPI.40Y.UK-RPI,0.70159733,ACT/360,156703400.0,NZD,MTH,MTH,0.9123451
Fixed,3.0706203,nan,0.9130529,365/360,628918900.0,CAD,MTH,6,Float,0.69262135,GBP.GBP-LIBOR-BBA.3M.GBP-LIBOR-BBA,0.15453875,ACT/360,183805870.0,NZD,MTH,3M,0.32118565
Fixed,2.1452808,nan,0.9729612,ACT/365.FIXED,617409000.0,CAD,MTH,MTH,Float,0.86981905,USD-LIBOR,0.051140808,ACT/360,201487580.0,NZD,MTH,MTH,0.022452023
Fixed,2.6424754,nan,0.96384007,30/360,594051650.0,COP,6M,MTH,Float,0.8976061,USD-LIBOR,0.020429594,ACT/365.FIXED,212241180.0,CAD,MTH,MTH,0.1208728
Fixed,3.1584368,nan,0.9262847,ACT/365.FIXED,643997200.0,CNY,6M,MTH,Float,0.6782573,EUR-EURIBOR,0.09870046,ACT/365.FIXED,160858670.0,NZD,MTH,MTH,0.054680463
Fixed,1.6268576,nan,0.19290334,365/360,585354400.0,DKK,MTH,6,Float,0.35007283,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1Y.USD-Federal Funds-H.15-OIS-COMPOUND,0.705847,ACT/360,260570700.0,CAD,MTH,3M,0.022997178
Fixed,1.6841837,nan,0.3702968,30/360,652161150.0,COP,MTH,MTH,Float,0.23028673,USD-LIBOR,0.14542404,ACT/365.FIXED,239008980.0,NZD,ZC,MTH,0.0014867745
Fixed,1.8628427,nan,0.7847483,ACT/365.FIXED,583113500.0,NOK,MTH,MTH,Float,0.69100493,HKD.HIBOR.3M.HKAB,0.6181076,ACT/360,154624690.0,NZD,MTH,MTH,0.099406786
Fixed,2.2162836,nan,0.65308255,365/360,635771200.0,DKK,MTH,MTH,Float,0.986279,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,0.49147296,ACT/360,446775170.0,NZD,MTH,MTH,0.0055780867
